country,province_state,date,confirmed_day
Australia,Queensland,2020-02-27,0
Australia,"South Australia",2020-02-27,0
Australia,Tasmania,2020-02-27,0
Australia,Victoria,2020-02-27,0
Australia,"Western Australia",2020-02-27,0
Austria,,2020-02-27,1
Azerbaijan,,2020-02-27,0
Bahamas,,2020-02-27,0
Bahrain,,2020-02-27,0
Bangladesh,,2020-02-27,0
Barbados,,2020-02-27,0
Belarus,,2020-02-27,0
Belgium,,2020-02-27,0
Benin,,2020-02-27,0
Bhutan,,2020-02-27,0
Bolivia,,2020-02-27,0
"Bosnia and Herzegovina",,2020-02-27,0
Brazil,,2020-02-27,0
Brunei,,2020-02-27,0
Bulgaria,,2020-02-27,0
"Burkina Faso",,2020-02-27,0
"Cabo Verde",,2020-02-27,0
Cambodia,,2020-02-27,0
Cameroon,,2020-02-27,0
Canada,Alberta,2020-02-27,0
Canada,"British Columbia",2020-02-27,0
Canada,"Grand Princess",2020-02-27,0
Canada,Manitoba,2020-02-27,0
Canada,"New Brunswick",2020-02-27,0
Canada,"Newfoundland and Labrador",2020-02-27,0
Canada,"Nova Scotia",2020-02-27,0
Canada,Ontario,2020-02-27,2
Canada,"Prince Edward Island",2020-02-27,0
Canada,Quebec,2020-02-27,0
Canada,Saskatchewan,2020-02-27,0
"Central African Republic",,2020-02-27,0
Chad,,2020-02-27,0
Chile,,2020-02-27,0
China,Anhui,2020-02-27,0
China,Beijing,2020-02-27,10
China,Chongqing,2020-02-27,0
China,Fujian,2020-02-27,2
China,Gansu,2020-02-27,0
China,Guangdong,2020-02-27,0
China,Guangxi,2020-02-27,0
China,Guizhou,2020-02-27,0
China,Hainan,2020-02-27,0
China,Hebei,2020-02-27,5
China,Heilongjiang,2020-02-27,0
China,Henan,2020-02-27,1
China,"Hong Kong",2020-02-27,1
China,Hubei,2020-02-27,409
China,Hunan,2020-02-27,1
China,"Inner Mongolia",2020-02-27,0
China,Jiangsu,2020-02-27,0
China,Jiangxi,2020-02-27,0
China,Jilin,2020-02-27,0
China,Liaoning,2020-02-27,0
China,Macau,2020-02-27,0
China,Ningxia,2020-02-27,1
China,Qinghai,2020-02-27,0
China,Shaanxi,2020-02-27,0
China,Shandong,2020-02-27,0
China,Shanghai,2020-02-27,0
China,Shanxi,2020-02-27,0
China,Sichuan,2020-02-27,3
China,Tianjin,2020-02-27,1
China,Tibet,2020-02-27,0
China,Xinjiang,2020-02-27,0
China,Yunnan,2020-02-27,0
China,Zhejiang,2020-02-27,0
Colombia,,2020-02-27,0
"Congo (Brazzaville)",,2020-02-27,0
"Congo (Kinshasa)",,2020-02-27,0
"Costa Rica",,2020-02-27,0
"Cote d'Ivoire",,2020-02-27,0
Croatia,,2020-02-27,0
"Diamond Princess",,2020-02-27,0
Cuba,,2020-02-27,0
Cyprus,,2020-02-27,0
Czechia,,2020-02-27,0
Denmark,"Faroe Islands",2020-02-27,0
Denmark,Greenland,2020-02-27,0
Denmark,,2020-02-27,1
Djibouti,,2020-02-27,0
"Dominican Republic",,2020-02-27,0
Ecuador,,2020-02-27,0
Egypt,,2020-02-27,0
"El Salvador",,2020-02-27,0
"Equatorial Guinea",,2020-02-27,0
Eritrea,,2020-02-27,0
Estonia,,2020-02-27,1
Eswatini,,2020-02-27,0
Ethiopia,,2020-02-27,0
Fiji,,2020-02-27,0
Finland,,2020-02-27,0
France,"French Guiana",2020-02-27,0
France,"French Polynesia",2020-02-27,0
France,Guadeloupe,2020-02-27,0
France,Mayotte,2020-02-27,0
France,"New Caledonia",2020-02-27,0
France,Reunion,2020-02-27,0
France,"Saint Barthelemy",2020-02-27,0
France,"St Martin",2020-02-27,0
France,Martinique,2020-02-27,0
France,,2020-02-27,20
Gabon,,2020-02-27,0
Gambia,,2020-02-27,0
Georgia,,2020-02-27,0
Germany,,2020-02-27,19
Ghana,,2020-02-27,0
Greece,,2020-02-27,2
Guatemala,,2020-02-27,0
Guinea,,2020-02-27,0
Guyana,,2020-02-27,0
Haiti,,2020-02-27,0
"Holy See",,2020-02-27,0
Honduras,,2020-02-27,0
Hungary,,2020-02-27,0
Iceland,,2020-02-27,0
India,,2020-02-27,0
Indonesia,,2020-02-27,0
Iran,,2020-02-27,106
Iraq,,2020-02-27,2
Ireland,,2020-02-27,0
Israel,,2020-02-27,1
Italy,,2020-02-27,202
Jamaica,,2020-02-27,0
Japan,,2020-02-27,25
Jordan,,2020-02-27,0
Kazakhstan,,2020-02-27,0
Kenya,,2020-02-27,0
"Korea, South",,2020-02-27,505
Kuwait,,2020-02-27,17
Kyrgyzstan,,2020-02-27,0
Latvia,,2020-02-27,0
Lebanon,,2020-02-27,0
Liberia,,2020-02-27,0
Liechtenstein,,2020-02-27,0
Lithuania,,2020-02-27,0
Luxembourg,,2020-02-27,0
Madagascar,,2020-02-27,0
Malaysia,,2020-02-27,1
Maldives,,2020-02-27,0
Malta,,2020-02-27,0
Mauritania,,2020-02-27,0
Mauritius,,2020-02-27,0
Mexico,,2020-02-27,0
Moldova,,2020-02-27,0
Monaco,,2020-02-27,0
Mongolia,,2020-02-27,0
Montenegro,,2020-02-27,0
Morocco,,2020-02-27,0
Namibia,,2020-02-27,0
Nepal,,2020-02-27,0
Netherlands,Aruba,2020-02-27,0
Netherlands,Curacao,2020-02-27,0
Netherlands,"Sint Maarten",2020-02-27,0
Netherlands,,2020-02-27,1
"New Zealand",,2020-02-27,0
Nicaragua,,2020-02-27,0
Niger,,2020-02-27,0
Nigeria,,2020-02-27,0
"North Macedonia",,2020-02-27,0
Norway,,2020-02-27,0
Oman,,2020-02-27,0
Pakistan,,2020-02-27,0
Panama,,2020-02-27,0
"Papua New Guinea",,2020-02-27,0
Paraguay,,2020-02-27,0
Peru,,2020-02-27,0
Philippines,,2020-02-27,0
Poland,,2020-02-27,0
Portugal,,2020-02-27,0
Qatar,,2020-02-27,0
Romania,,2020-02-27,0
Russia,,2020-02-27,0
Rwanda,,2020-02-27,0
"Saint Lucia",,2020-02-27,0
"Saint Vincent and the Grenadines",,2020-02-27,0
"San Marino",,2020-02-27,1
"Saudi Arabia",,2020-02-27,0
Senegal,,2020-02-27,0
Serbia,,2020-02-27,0
Seychelles,,2020-02-27,0
Singapore,,2020-02-27,0
Slovakia,,2020-02-27,0
Slovenia,,2020-02-27,0
Somalia,,2020-02-27,0
"South Africa",,2020-02-27,0
Spain,,2020-02-27,2
"Sri Lanka",,2020-02-27,0
Sudan,,2020-02-27,0
Suriname,,2020-02-27,0
Sweden,,2020-02-27,5
Switzerland,,2020-02-27,7
Taiwan*,,2020-02-27,0
Tanzania,,2020-02-27,0
Thailand,,2020-02-27,0
Togo,,2020-02-27,0
"Trinidad and Tobago",,2020-02-27,0
Tunisia,,2020-02-27,0
Turkey,,2020-02-27,0
Uganda,,2020-02-27,0
Ukraine,,2020-02-27,0
"United Arab Emirates",,2020-02-27,0
"United Kingdom",Bermuda,2020-02-27,0
"United Kingdom","Cayman Islands",2020-02-27,0
"United Kingdom","Channel Islands",2020-02-27,0
"United Kingdom",Gibraltar,2020-02-27,0
"United Kingdom","Isle of Man",2020-02-27,0
"United Kingdom",Montserrat,2020-02-27,0
"United Kingdom",,2020-02-27,2
Uruguay,,2020-02-27,0
US,,2020-02-27,1
Uzbekistan,,2020-02-27,0
Venezuela,,2020-02-27,0
Vietnam,,2020-02-27,0
Zambia,,2020-02-27,0
Zimbabwe,,2020-02-27,0
Canada,"Diamond Princess",2020-02-27,0
Dominica,,2020-02-27,0
Grenada,,2020-02-27,0
Mozambique,,2020-02-27,0
Syria,,2020-02-27,0
Timor-Leste,,2020-02-27,0
Belize,,2020-02-27,0
Canada,Recovered,2020-02-27,0
Laos,,2020-02-27,0
Libya,,2020-02-27,0
"West Bank and Gaza",,2020-02-27,0
Guinea-Bissau,,2020-02-27,0
Mali,,2020-02-27,0
"Saint Kitts and Nevis",,2020-02-27,0
Canada,"Northwest Territories",2020-02-27,0
Canada,Yukon,2020-02-27,0
Kosovo,,2020-02-27,0
Burma,,2020-02-27,0
"United Kingdom",Anguilla,2020-02-27,0
"United Kingdom","British Virgin Islands",2020-02-27,0
"United Kingdom","Turks and Caicos Islands",2020-02-27,0
"MS Zaandam",,2020-02-27,0
Botswana,,2020-02-27,0
Afghanistan,,2020-02-28,0
Albania,,2020-02-28,0
Algeria,,2020-02-28,0
Andorra,,2020-02-28,0
Angola,,2020-02-28,0
"Antigua and Barbuda",,2020-02-28,0
Argentina,,2020-02-28,0
Armenia,,2020-02-28,0
Australia,"Australian Capital Territory",2020-02-28,0
Australia,"New South Wales",2020-02-28,0
Australia,"Northern Territory",2020-02-28,0
Australia,Queensland,2020-02-28,0
Australia,"South Australia",2020-02-28,0
Australia,Tasmania,2020-02-28,0
Australia,Victoria,2020-02-28,0
Australia,"Western Australia",2020-02-28,0
Austria,,2020-02-28,0
Azerbaijan,,2020-02-28,0
Bahamas,,2020-02-28,0
Bahrain,,2020-02-28,3
Bangladesh,,2020-02-28,0
Barbados,,2020-02-28,0
Belarus,,2020-02-28,1
Belgium,,2020-02-28,0
Benin,,2020-02-28,0
Bhutan,,2020-02-28,0
Bolivia,,2020-02-28,0
"Bosnia and Herzegovina",,2020-02-28,0
Brazil,,2020-02-28,0
Brunei,,2020-02-28,0
Bulgaria,,2020-02-28,0
"Burkina Faso",,2020-02-28,0
"Cabo Verde",,2020-02-28,0
Cambodia,,2020-02-28,0
Cameroon,,2020-02-28,0
Canada,Alberta,2020-02-28,0
Canada,"British Columbia",2020-02-28,0
Canada,"Grand Princess",2020-02-28,0
Canada,Manitoba,2020-02-28,0
Canada,"New Brunswick",2020-02-28,0
Canada,"Newfoundland and Labrador",2020-02-28,0
Canada,"Nova Scotia",2020-02-28,0
Canada,Ontario,2020-02-28,0
Canada,"Prince Edward Island",2020-02-28,0
Canada,Quebec,2020-02-28,1
Canada,Saskatchewan,2020-02-28,0
"Central African Republic",,2020-02-28,0
Chad,,2020-02-28,0
Chile,,2020-02-28,0
China,Anhui,2020-02-28,1
China,Beijing,2020-02-28,0
China,Chongqing,2020-02-28,0
China,Fujian,2020-02-28,0
China,Gansu,2020-02-28,0
China,Guangdong,2020-02-28,1
China,Guangxi,2020-02-28,0
China,Guizhou,2020-02-28,0
China,Hainan,2020-02-28,0
China,Hebei,2020-02-28,1
China,Heilongjiang,2020-02-28,0
China,Henan,2020-02-28,0
China,"Hong Kong",2020-02-28,2
China,Hubei,2020-02-28,318
China,Hunan,2020-02-28,0
China,"Inner Mongolia",2020-02-28,0
China,Jiangsu,2020-02-28,0
China,Jiangxi,2020-02-28,1
China,Jilin,2020-02-28,0
China,Liaoning,2020-02-28,0
China,Macau,2020-02-28,0
China,Ningxia,2020-02-28,0
China,Qinghai,2020-02-28,0
China,Shaanxi,2020-02-28,0
China,Shandong,2020-02-28,0
China,Shanghai,2020-02-28,0
China,Shanxi,2020-02-28,0
China,Sichuan,2020-02-28,4
China,Tianjin,2020-02-28,0
China,Tibet,2020-02-28,0
China,Xinjiang,2020-02-28,0
China,Yunnan,2020-02-28,0
China,Zhejiang,2020-02-28,0
Colombia,,2020-02-28,0
"Congo (Brazzaville)",,2020-02-28,0
"Congo (Kinshasa)",,2020-02-28,0
"Costa Rica",,2020-02-28,0
"Cote d'Ivoire",,2020-02-28,0
Croatia,,2020-02-28,2
"Diamond Princess",,2020-02-28,0
Cuba,,2020-02-28,0
Cyprus,,2020-02-28,0
Czechia,,2020-02-28,0
Denmark,"Faroe Islands",2020-02-28,0
Denmark,Greenland,2020-02-28,0
Denmark,,2020-02-28,0
Djibouti,,2020-02-28,0
"Dominican Republic",,2020-02-28,0
Ecuador,,2020-02-28,0
Egypt,,2020-02-28,0
"El Salvador",,2020-02-28,0
"Equatorial Guinea",,2020-02-28,0
Eritrea,,2020-02-28,0
Estonia,,2020-02-28,0
Eswatini,,2020-02-28,0
Ethiopia,,2020-02-28,0
Fiji,,2020-02-28,0
Finland,,2020-02-28,0
France,"French Guiana",2020-02-28,0
France,"French Polynesia",2020-02-28,0
France,Guadeloupe,2020-02-28,0
France,Mayotte,2020-02-28,0
France,"New Caledonia",2020-02-28,0
France,Reunion,2020-02-28,0
France,"Saint Barthelemy",2020-02-28,0
France,"St Martin",2020-02-28,0
France,Martinique,2020-02-28,0
France,,2020-02-28,19
Gabon,,2020-02-28,0
Gambia,,2020-02-28,0
Georgia,,2020-02-28,0
Germany,,2020-02-28,2
Ghana,,2020-02-28,0
Greece,,2020-02-28,1
Guatemala,,2020-02-28,0
Guinea,,2020-02-28,0
Guyana,,2020-02-28,0
Haiti,,2020-02-28,0
"Holy See",,2020-02-28,0
Honduras,,2020-02-28,0
Hungary,,2020-02-28,0
Iceland,,2020-02-28,1
India,,2020-02-28,0
Indonesia,,2020-02-28,0
Iran,,2020-02-28,143
Iraq,,2020-02-28,0
Ireland,,2020-02-28,0
Israel,,2020-02-28,1
Italy,,2020-02-28,233
Jamaica,,2020-02-28,0
Japan,,2020-02-28,14
Jordan,,2020-02-28,0
Kazakhstan,,2020-02-28,0
Kenya,,2020-02-28,0
"Korea, South",,2020-02-28,571
Kuwait,,2020-02-28,2
Kyrgyzstan,,2020-02-28,0
Latvia,,2020-02-28,0
Lebanon,,2020-02-28,0
Liberia,,2020-02-28,0
Liechtenstein,,2020-02-28,0
Lithuania,,2020-02-28,1
Luxembourg,,2020-02-28,0
Madagascar,,2020-02-28,0
Malaysia,,2020-02-28,0
Maldives,,2020-02-28,0
Malta,,2020-02-28,0
Mauritania,,2020-02-28,0
Mauritius,,2020-02-28,0
Mexico,,2020-02-28,1
Moldova,,2020-02-28,0
Monaco,,2020-02-28,0
Mongolia,,2020-02-28,0
Montenegro,,2020-02-28,0
Morocco,,2020-02-28,0
Namibia,,2020-02-28,0
Nepal,,2020-02-28,0
Netherlands,Aruba,2020-02-28,0
Netherlands,Curacao,2020-02-28,0
Netherlands,"Sint Maarten",2020-02-28,0
Netherlands,,2020-02-28,0
"New Zealand",,2020-02-28,1
Nicaragua,,2020-02-28,0
Niger,,2020-02-28,0
Nigeria,,2020-02-28,1
"North Macedonia",,2020-02-28,0
Norway,,2020-02-28,5
Oman,,2020-02-28,0
Pakistan,,2020-02-28,0
Panama,,2020-02-28,0
"Papua New Guinea",,2020-02-28,0
Paraguay,,2020-02-28,0
Peru,,2020-02-28,0
Philippines,,2020-02-28,0
Poland,,2020-02-28,0
Portugal,,2020-02-28,0
Qatar,,2020-02-28,0
Romania,,2020-02-28,2
Russia,,2020-02-28,0
Rwanda,,2020-02-28,0
"Saint Lucia",,2020-02-28,0
"Saint Vincent and the Grenadines",,2020-02-28,0
"San Marino",,2020-02-28,0
"Saudi Arabia",,2020-02-28,0
Senegal,,2020-02-28,0
Serbia,,2020-02-28,0
Seychelles,,2020-02-28,0
Singapore,,2020-02-28,0
Slovakia,,2020-02-28,0
Slovenia,,2020-02-28,0
Somalia,,2020-02-28,0
"South Africa",,2020-02-28,0
Spain,,2020-02-28,17
"Sri Lanka",,2020-02-28,0
Sudan,,2020-02-28,0
Suriname,,2020-02-28,0
Sweden,,2020-02-28,0
Switzerland,,2020-02-28,0
Taiwan*,,2020-02-28,2
Tanzania,,2020-02-28,0
Thailand,,2020-02-28,1
Togo,,2020-02-28,0
"Trinidad and Tobago",,2020-02-28,0
Tunisia,,2020-02-28,0
Turkey,,2020-02-28,0
Uganda,,2020-02-28,0
Ukraine,,2020-02-28,0
"United Arab Emirates",,2020-02-28,6
"United Kingdom",Bermuda,2020-02-28,0
"United Kingdom","Cayman Islands",2020-02-28,0
"United Kingdom","Channel Islands",2020-02-28,0
"United Kingdom",Gibraltar,2020-02-28,0
"United Kingdom","Isle of Man",2020-02-28,0
"United Kingdom",Montserrat,2020-02-28,0
"United Kingdom",,2020-02-28,5
Uruguay,,2020-02-28,0
US,,2020-02-28,2
Uzbekistan,,2020-02-28,0
Venezuela,,2020-02-28,0
Vietnam,,2020-02-28,0
Zambia,,2020-02-28,0
Zimbabwe,,2020-02-28,0
Canada,"Diamond Princess",2020-02-28,0
Dominica,,2020-02-28,0
Grenada,,2020-02-28,0
Mozambique,,2020-02-28,0
Syria,,2020-02-28,0
Timor-Leste,,2020-02-28,0
Belize,,2020-02-28,0
Canada,Recovered,2020-02-28,0
Laos,,2020-02-28,0
Libya,,2020-02-28,0
"West Bank and Gaza",,2020-02-28,0
Guinea-Bissau,,2020-02-28,0
Mali,,2020-02-28,0
"Saint Kitts and Nevis",,2020-02-28,0
Canada,"Northwest Territories",2020-02-28,0
Canada,Yukon,2020-02-28,0
Kosovo,,2020-02-28,0
Burma,,2020-02-28,0
"United Kingdom",Anguilla,2020-02-28,0
"United Kingdom","British Virgin Islands",2020-02-28,0
"United Kingdom","Turks and Caicos Islands",2020-02-28,0
"MS Zaandam",,2020-02-28,0
Botswana,,2020-02-28,0
Afghanistan,,2020-02-29,0
Albania,,2020-02-29,0
Algeria,,2020-02-29,0
Andorra,,2020-02-29,0
Angola,,2020-02-29,0
"Antigua and Barbuda",,2020-02-29,0
Argentina,,2020-02-29,0
Armenia,,2020-02-29,0
Australia,"Australian Capital Territory",2020-02-29,0
Australia,"New South Wales",2020-02-29,0
Australia,"Northern Territory",2020-02-29,0
Australia,Queensland,2020-02-29,4
Australia,"South Australia",2020-02-29,1
Australia,Tasmania,2020-02-29,0
Australia,Victoria,2020-02-29,3
Australia,"Western Australia",2020-02-29,2
Austria,,2020-02-29,6
Azerbaijan,,2020-02-29,0
Bahamas,,2020-02-29,0
Bahrain,,2020-02-29,5
Bangladesh,,2020-02-29,0
Barbados,,2020-02-29,0
Belarus,,2020-02-29,0
Belgium,,2020-02-29,0
Benin,,2020-02-29,0
Bhutan,,2020-02-29,0
Bolivia,,2020-02-29,0
"Bosnia and Herzegovina",,2020-02-29,0
Brazil,,2020-02-29,1
Brunei,,2020-02-29,0
Bulgaria,,2020-02-29,0
"Burkina Faso",,2020-02-29,0
"Cabo Verde",,2020-02-29,0
Cambodia,,2020-02-29,0
Cameroon,,2020-02-29,0
Canada,Alberta,2020-02-29,0
Canada,"British Columbia",2020-02-29,1
Canada,"Grand Princess",2020-02-29,0
Canada,Manitoba,2020-02-29,0
Canada,"New Brunswick",2020-02-29,0
Canada,"Newfoundland and Labrador",2020-02-29,0
Canada,"Nova Scotia",2020-02-29,0
Canada,Ontario,2020-02-29,5
Canada,"Prince Edward Island",2020-02-29,0
Canada,Quebec,2020-02-29,0
Canada,Saskatchewan,2020-02-29,0
"Central African Republic",,2020-02-29,0
Chad,,2020-02-29,0
Chile,,2020-02-29,0
China,Anhui,2020-02-29,0
China,Beijing,2020-02-29,1
China,Chongqing,2020-02-29,0
China,Fujian,2020-02-29,0
China,Gansu,2020-02-29,0
China,Guangdong,2020-02-29,1
China,Guangxi,2020-02-29,0
China,Guizhou,2020-02-29,0
China,Hainan,2020-02-29,0
China,Hebei,2020-02-29,0
China,Heilongjiang,2020-02-29,0
China,Henan,2020-02-29,0
China,"Hong Kong",2020-02-29,1
China,Hubei,2020-02-29,423
China,Hunan,2020-02-29,1
China,"Inner Mongolia",2020-02-29,0
China,Jiangsu,2020-02-29,0
China,Jiangxi,2020-02-29,0
China,Jilin,2020-02-29,0
China,Liaoning,2020-02-29,0
China,Macau,2020-02-29,0
China,Ningxia,2020-02-29,1
China,Qinghai,2020-02-29,0
China,Shaanxi,2020-02-29,0
China,Shandong,2020-02-29,0
China,Shanghai,2020-02-29,0
China,Shanxi,2020-02-29,0
China,Sichuan,2020-02-29,0
China,Tianjin,2020-02-29,0
China,Tibet,2020-02-29,0
China,Xinjiang,2020-02-29,0
China,Yunnan,2020-02-29,0
China,Zhejiang,2020-02-29,0
Colombia,,2020-02-29,0
"Congo (Brazzaville)",,2020-02-29,0
"Congo (Kinshasa)",,2020-02-29,0
"Costa Rica",,2020-02-29,0
"Cote d'Ivoire",,2020-02-29,0
Croatia,,2020-02-29,1
"Diamond Princess",,2020-02-29,0
Cuba,,2020-02-29,0
Cyprus,,2020-02-29,0
Czechia,,2020-02-29,0
Denmark,"Faroe Islands",2020-02-29,0
Denmark,Greenland,2020-02-29,0
Denmark,,2020-02-29,2
Djibouti,,2020-02-29,0
"Dominican Republic",,2020-02-29,0
Ecuador,,2020-02-29,0
Egypt,,2020-02-29,0
"El Salvador",,2020-02-29,0
"Equatorial Guinea",,2020-02-29,0
Eritrea,,2020-02-29,0
Estonia,,2020-02-29,0
Eswatini,,2020-02-29,0
Ethiopia,,2020-02-29,0
Fiji,,2020-02-29,0
Finland,,2020-02-29,1
France,"French Guiana",2020-02-29,0
France,"French Polynesia",2020-02-29,0
France,Guadeloupe,2020-02-29,0
France,Mayotte,2020-02-29,0
France,"New Caledonia",2020-02-29,0
France,Reunion,2020-02-29,0
France,"Saint Barthelemy",2020-02-29,0
France,"St Martin",2020-02-29,0
France,Martinique,2020-02-29,0
France,,2020-02-29,43
Gabon,,2020-02-29,0
Gambia,,2020-02-29,0
Georgia,,2020-02-29,0
Germany,,2020-02-29,31
Ghana,,2020-02-29,0
Greece,,2020-02-29,0
Guatemala,,2020-02-29,0
Guinea,,2020-02-29,0
Guyana,,2020-02-29,0
Haiti,,2020-02-29,0
"Holy See",,2020-02-29,0
Honduras,,2020-02-29,0
Hungary,,2020-02-29,0
Iceland,,2020-02-29,0
India,,2020-02-29,0
Indonesia,,2020-02-29,0
Iran,,2020-02-29,205
Iraq,,2020-02-29,6
Ireland,,2020-02-29,1
Israel,,2020-02-29,3
Italy,,2020-02-29,240
Jamaica,,2020-02-29,0
Japan,,2020-02-29,13
Jordan,,2020-02-29,0
Kazakhstan,,2020-02-29,0
Kenya,,2020-02-29,0
"Korea, South",,2020-02-29,813
Kuwait,,2020-02-29,0
Kyrgyzstan,,2020-02-29,0
Latvia,,2020-02-29,0
Lebanon,,2020-02-29,2
Liberia,,2020-02-29,0
Liechtenstein,,2020-02-29,0
Lithuania,,2020-02-29,0
Luxembourg,,2020-02-29,1
Madagascar,,2020-02-29,0
Malaysia,,2020-02-29,2
Maldives,,2020-02-29,0
Malta,,2020-02-29,0
Mauritania,,2020-02-29,0
Mauritius,,2020-02-29,0
Mexico,,2020-02-29,3
Moldova,,2020-02-29,0
Monaco,,2020-02-29,1
Mongolia,,2020-02-29,0
Montenegro,,2020-02-29,0
Morocco,,2020-02-29,0
Namibia,,2020-02-29,0
Nepal,,2020-02-29,0
Netherlands,Aruba,2020-02-29,0
Netherlands,Curacao,2020-02-29,0
Netherlands,"Sint Maarten",2020-02-29,0
Netherlands,,2020-02-29,5
"New Zealand",,2020-02-29,0
Nicaragua,,2020-02-29,0
Niger,,2020-02-29,0
Nigeria,,2020-02-29,0
"North Macedonia",,2020-02-29,0
Norway,,2020-02-29,9
Oman,,2020-02-29,2
Pakistan,,2020-02-29,2
Panama,,2020-02-29,0
"Papua New Guinea",,2020-02-29,0
Paraguay,,2020-02-29,0
Peru,,2020-02-29,0
Philippines,,2020-02-29,0
Poland,,2020-02-29,0
Portugal,,2020-02-29,0
Qatar,,2020-02-29,1
Romania,,2020-02-29,0
Russia,,2020-02-29,0
Rwanda,,2020-02-29,0
"Saint Lucia",,2020-02-29,0
"Saint Vincent and the Grenadines",,2020-02-29,0
"San Marino",,2020-02-29,0
"Saudi Arabia",,2020-02-29,0
Senegal,,2020-02-29,0
Serbia,,2020-02-29,0
Seychelles,,2020-02-29,0
Singapore,,2020-02-29,9
Slovakia,,2020-02-29,0
Slovenia,,2020-02-29,0
Somalia,,2020-02-29,0
"South Africa",,2020-02-29,0
Spain,,2020-02-29,13
"Sri Lanka",,2020-02-29,0
Sudan,,2020-02-29,0
Suriname,,2020-02-29,0
Sweden,,2020-02-29,5
Switzerland,,2020-02-29,10
Taiwan*,,2020-02-29,5
Tanzania,,2020-02-29,0
Thailand,,2020-02-29,1
Togo,,2020-02-29,0
"Trinidad and Tobago",,2020-02-29,0
Tunisia,,2020-02-29,0
Turkey,,2020-02-29,0
Uganda,,2020-02-29,0
Ukraine,,2020-02-29,0
"United Arab Emirates",,2020-02-29,2
"United Kingdom",Bermuda,2020-02-29,0
"United Kingdom","Cayman Islands",2020-02-29,0
"United Kingdom","Channel Islands",2020-02-29,0
"United Kingdom",Gibraltar,2020-02-29,0
"United Kingdom","Isle of Man",2020-02-29,0
"United Kingdom",Montserrat,2020-02-29,0
"United Kingdom",,2020-02-29,3
Uruguay,,2020-02-29,0
US,,2020-02-29,8
Uzbekistan,,2020-02-29,0
Venezuela,,2020-02-29,0
Vietnam,,2020-02-29,0
Zambia,,2020-02-29,0
Zimbabwe,,2020-02-29,0
Canada,"Diamond Princess",2020-02-29,0
Dominica,,2020-02-29,0
Grenada,,2020-02-29,0
Mozambique,,2020-02-29,0
Syria,,2020-02-29,0
Timor-Leste,,2020-02-29,0
Belize,,2020-02-29,0
Canada,Recovered,2020-02-29,0
Laos,,2020-02-29,0
Libya,,2020-02-29,0
"West Bank and Gaza",,2020-02-29,0
Guinea-Bissau,,2020-02-29,0
Mali,,2020-02-29,0
"Saint Kitts and Nevis",,2020-02-29,0
Canada,"Northwest Territories",2020-02-29,0
Canada,Yukon,2020-02-29,0
Kosovo,,2020-02-29,0
Burma,,2020-02-29,0
"United Kingdom",Anguilla,2020-02-29,0
"United Kingdom","British Virgin Islands",2020-02-29,0
"United Kingdom","Turks and Caicos Islands",2020-02-29,0
"MS Zaandam",,2020-02-29,0
Botswana,,2020-02-29,0
Afghanistan,,2020-03-01,0
Albania,,2020-03-01,0
Algeria,,2020-03-01,0
Andorra,,2020-03-01,0
Angola,,2020-03-01,0
"Antigua and Barbuda",,2020-03-01,0
Argentina,,2020-03-01,0
Armenia,,2020-03-01,1
Australia,"Australian Capital Territory",2020-03-01,0
Australia,"New South Wales",2020-03-01,2
Australia,"Northern Territory",2020-03-01,0
Australia,Queensland,2020-03-01,0
Australia,"South Australia",2020-03-01,0
Australia,Tasmania,2020-03-01,0
Australia,Victoria,2020-03-01,0
Australia,"Western Australia",2020-03-01,0
Austria,,2020-03-01,5
Azerbaijan,,2020-03-01,3
Bahamas,,2020-03-01,0
Bahrain,,2020-03-01,6
Bangladesh,,2020-03-01,0
Barbados,,2020-03-01,0
Belarus,,2020-03-01,0
Belgium,,2020-03-01,1
Benin,,2020-03-01,0
Bhutan,,2020-03-01,0
Bolivia,,2020-03-01,0
"Bosnia and Herzegovina",,2020-03-01,0
Brazil,,2020-03-01,0
Brunei,,2020-03-01,0
Bulgaria,,2020-03-01,0
"Burkina Faso",,2020-03-01,0
"Cabo Verde",,2020-03-01,0
Cambodia,,2020-03-01,0
Cameroon,,2020-03-01,0
Canada,Alberta,2020-03-01,0
Canada,"British Columbia",2020-03-01,0
Canada,"Grand Princess",2020-03-01,0
Canada,Manitoba,2020-03-01,0
Canada,"New Brunswick",2020-03-01,0
Canada,"Newfoundland and Labrador",2020-03-01,0
Canada,"Nova Scotia",2020-03-01,0
Canada,Ontario,2020-03-01,4
Canada,"Prince Edward Island",2020-03-01,0
Canada,Quebec,2020-03-01,0
Canada,Saskatchewan,2020-03-01,0
"Central African Republic",,2020-03-01,0
Chad,,2020-03-01,0
Chile,,2020-03-01,0
China,Anhui,2020-03-01,0
China,Beijing,2020-03-01,2
China,Chongqing,2020-03-01,0
China,Fujian,2020-03-01,0
China,Gansu,2020-03-01,0
China,Guangdong,2020-03-01,0
China,Guangxi,2020-03-01,0
China,Guizhou,2020-03-01,0
China,Hainan,2020-03-01,0
China,Hebei,2020-03-01,0
China,Heilongjiang,2020-03-01,0
China,Henan,2020-03-01,0
China,"Hong Kong",2020-03-01,1
China,Hubei,2020-03-01,570
China,Hunan,2020-03-01,0
China,"Inner Mongolia",2020-03-01,0
China,Jiangsu,2020-03-01,0
China,Jiangxi,2020-03-01,0
China,Jilin,2020-03-01,0
